,Region,Municipality,Year,Total,source_x,value_x,sector,source_y,value_y
6624,53033,Mackenzie,2009,"  3,566",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6633,53999,Unincorporated Areas - Fraser-Fort George,2009," 15,202",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6642,55003,Tumbler Ridge,2009,"  2,677",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6651,55005,Pouce Coupe,2009,    754,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6660,55010,Chetwynd,2009,"  2,736",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6669,55014,Dawson Creek,2009," 11,664",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6678,55025,Hudson's Hope,2009,"  1,004",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6687,55030,Taylor,2009,"  1,430",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6696,55034,Fort St. John,2009," 19,061",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6705,55999,Unincorporated Areas - Peace River,2009," 22,131",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6714,57999,Unincorporated Areas - Stikine,2009,    632,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6723,59007,Northern Rockies Regional Municipality,2009,"  5,446",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6732,5999,Unincorporated Areas - Kootenay Boundary,2009," 10,269",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6741,59999,Unincorporated Areas - Northern Rockies,2009,    537,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6750,7005,Osoyoos,2009,"  4,886",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6759,7009,Keremeos,2009,"  1,324",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6768,7014,Oliver,2009,"  4,744",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6777,7024,Princeton,2009,"  2,838",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6786,7035,Summerland,2009," 11,483",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6795,7041,Penticton,2009," 33,069",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6804,7999,Unincorporated Areas - Okanagan-Similkameen,2009," 23,574",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6813,9009,Hope,2009,"  6,105",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6822,9020,Chilliwack,2009," 77,161",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6831,9027,Harrison Hot Springs,2009,"  1,536",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6840,9032,Kent,2009,"  5,640",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6849,9052,Abbotsford,2009,"133,534",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6858,9056,Mission,2009," 36,545",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6867,9999,Unincorporated Areas - Fraser Valley,2009," 17,060",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6876,1003,Elkford,2010,"  2,584",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6885,1006,Sparwood,2010,"  3,783",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6894,1012,Fernie,2010,"  4,473",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6903,1022,Cranbrook,2010," 19,743",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6912,1028,Kimberley,2010,"  6,841",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6921,1039,Invermere,2010,"  3,048",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6930,1040,Radium Hot Springs,2010,    833,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6939,1043,Canal Flats,2010,    747,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6948,15001,"Langley, District Municipality",2010,"104,956",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6957,15002,"Langley, City of",2010," 25,486",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6966,15004,Surrey,2010,"467,109",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6975,15007,White Rock,2010," 19,742",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6984,15011,Delta,2010,"101,542",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
6993,15015,Richmond,2010,"194,393",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7002,15022,Vancouver,2010,"618,845",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7011,15025,Burnaby,2010,"226,389",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7020,15029,New Westminster,2010," 66,832",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7029,15034,Coquitlam,2010,"127,536",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7038,15036,Belcarra,2010,    661,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7047,15038,Anmore,2010,"  2,091",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7056,15039,Port Coquitlam,2010," 56,627",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7065,15043,Port Moody,2010," 33,531",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7074,15046,"North Vancouver, District Municipality",2010," 85,613",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7083,15051,"North Vancouver, City of",2010," 48,831",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7092,15055,West Vancouver,2010," 43,373",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7101,15062,Bowen Island,2010,"  3,469",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7110,15065,Lions Bay,2010,"  1,334",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7119,15070,Pitt Meadows,2010," 17,929",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7128,15075,Maple Ridge,2010," 76,580",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7137,15999,Unincorporated Areas - Greater Vancouver,2010," 21,354",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7146,17005,North Saanich,2010," 11,076",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7155,17010,Sidney,2010," 11,420",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7164,17015,Central Saanich,2010," 16,205",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7173,17021,Saanich,2010,"112,366",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7182,17030,Oak Bay,2010," 18,386",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7191,17034,Victoria,2010," 82,269",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7200,17040,Esquimalt,2010," 16,736",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7209,17041,Colwood,2010," 16,380",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7218,17042,Metchosin,2010,"  4,909",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7227,17044,Langford,2010," 28,987",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7236,17047,View Royal,2010,"  9,449",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7245,17049,Highlands,2010,"  2,090",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7254,17052,Sooke,2010," 11,369",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7263,17999,Unincorporated Areas - Capital,2010," 25,074",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7272,19008,North Cowichan,2010," 29,044",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7281,19012,Duncan,2010,"  4,951",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7290,19016,Lake Cowichan,2010,"  3,034",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7299,19021,Ladysmith,2010,"  8,041",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7308,1999,Unincorporated Areas - East Kootenay,2010," 16,099",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7317,19999,Unincorporated Areas - Cowichan Valley,2010," 36,236",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7326,21007,Nanaimo,2010," 84,807",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7335,21008,Lantzville,2010,"  3,740",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7344,21018,Parksville,2010," 11,907",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7353,21023,Qualicum Beach,2010,"  8,694",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7362,21999,Unincorporated Areas - Nanaimo,2010," 38,747",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7371,23008,Port Alberni,2010," 18,151",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7380,23019,Ucluelet,2010,"  1,655",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7389,23025,Tofino,2010,"  1,903",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7398,23999,Unincorporated Areas - Alberni-Clayoquot,2010," 10,040",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7407,24025,Gold River,2010,"  1,333",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7416,24029,Zeballos,2010,    135,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7425,24030,Tahsis,2010,    328,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7434,24034,Campbell River,2010," 31,499",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7443,24039,Sayward,2010,    321,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7452,24999,Unincorporated Areas - Strathcona,2010," 10,291",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7461,26005,Comox,2010," 13,651",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7470,26010,Courtenay,2010," 24,289",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7479,26014,Cumberland,2010,"  3,335",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7488,26999,Unincorporated Areas - Comox Valley,2010," 22,546",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7497,27008,Powell River,2010," 13,400",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7506,27806,Sechelt Ind Gov Dist (Part-Powell River),2010,     29,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7515,27999,Unincorporated Areas - Powell River,2010,"  6,809",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7524,29005,Gibsons,2010,"  4,479",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7533,29011,Sechelt District Municipality,2010,"  9,331",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7542,29803,Sechelt Ind Gov Dist (Part-Sunshine Coast),2010,    824,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7551,29999,Unincorporated Areas - Sunshine Coast,2010," 14,373",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7560,3004,Creston,2010,"  5,401",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7569,3011,Salmo,2010,"  1,107",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7578,3015,Nelson,2010," 10,393",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7587,3019,Slocan,2010,    306,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7596,3023,Kaslo,2010,"  1,068",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7605,3027,Silverton,2010,    193,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7614,3032,New Denver,2010,    509,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7623,3045,Castlegar,2010,"  7,835",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7632,3050,Nakusp,2010,"  1,593",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7641,31006,Squamish,2010," 17,239",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7650,31012,Pemberton,2010,"  2,509",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7659,31020,Whistler,2010," 10,298",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7668,31026,Lillooet,2010,"  2,382",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7677,31999,Unincorporated Areas - Squamish-Lillooet,2010,"  6,725",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7686,33006,Merritt,2010,"  7,344",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7695,33015,Lytton,2010,    234,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7704,33019,Ashcroft,2010,"  1,631",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7713,33024,Cache Creek,2010,"  1,058",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7722,33028,Clinton,2010,    655,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7731,33035,Logan Lake,2010,"  2,091",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7740,33042,Kamloops,2010," 87,312",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7749,33045,Sun Peaks Mountain,2010,    397,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7758,33054,Chase,2010,"  2,528",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7767,33067,Clearwater,2010,"  2,376",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7776,33074,Barriere,2010,"  1,746",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7785,33999,Unincorporated Areas - Thompson-Nicola,2010," 23,575",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7794,35010,Kelowna,2010,"118,759",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7803,35016,Lake Country,2010," 11,566",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7812,35018,Peachland,2010,"  5,156",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7821,35029,West Kelowna,2010," 31,192",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7830,35999,Unincorporated Areas - Central Okanagan,2010," 14,818",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7839,37005,Lumby,2010,"  1,756",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7848,37010,Coldstream,2010," 10,392",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7857,37014,Vernon,2010," 38,795",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7866,37024,Spallumcheen,2010,"  5,109",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7875,37028,Armstrong,2010,"  4,850",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7884,37033,Enderby,2010,"  2,986",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7893,37999,Unincorporated Areas - North Okanagan,2010," 18,554",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7902,39007,Golden,2010,"  3,778",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7911,39019,Revelstoke,2010,"  7,330",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7920,39032,Salmon Arm,2010," 17,718",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7929,39045,Sicamous,2010,"  2,512",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7938,3999,Unincorporated Areas - Central Kootenay,2010," 30,839",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7947,39999,Unincorporated Areas - Columbia-Shuswap,2010," 20,343",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7956,41005,One Hundred Mile House,2010,"  1,914",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7965,41009,Williams Lake,2010," 11,069",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7974,41013,Quesnel,2010," 10,157",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7983,41025,Wells,2010,    260,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
7992,41999,Unincorporated Areas - Cariboo,2010," 40,396",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8001,43008,Alert Bay,2010,    428,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8010,43012,Port McNeill,2010,"  2,541",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8019,43017,Port Alice,2010,    855,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8028,43023,Port Hardy,2010,"  4,151",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8037,43999,Unincorporated Areas - Mount Waddington,2010,"  3,832",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8046,45999,Unincorporated Areas - Central Coast,2010,"  3,261",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8055,47007,Port Edward,2010,    566,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8064,47012,Prince Rupert,2010," 12,946",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8073,47023,Masset,2010,    925,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8082,47026,Daajing Giids,2010,    929,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8091,47030,Port Clements,2010,    402,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8100,47999,Unincorporated Areas - Skeena-Queen Charlotte,2010,"  3,692",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8109,49005,Kitimat,2010,"  8,729",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8118,49011,Terrace,2010," 11,818",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8127,49022,Hazelton,2010,    307,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8136,49024,New Hazelton,2010,    663,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8145,49032,Stewart,2010,    511,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8154,49999,Unincorporated Areas - Kitimat-Stikine,2010," 16,582",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8163,5005,Fruitvale,2010,"  2,039",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8172,5009,Montrose,2010,"  1,044",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8181,5014,Trail,2010,"  7,732",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8190,5018,Warfield,2010,"  1,738",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8199,5023,Rossland,2010,"  3,612",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8208,5032,Grand Forks,2010,"  4,097",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8217,5037,Midway,2010,    653,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8226,5042,Greenwood,2010,    696,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8235,51007,Vanderhoof,2010,"  4,538",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8244,51009,Fraser Lake,2010,"  1,166",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8253,51013,Fort St. James,2010,"  1,671",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8262,51022,Burns Lake,2010,"  2,098",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8271,51032,Granisle,2010,    315,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8280,51034,Houston,2010,"  3,276",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8289,51038,Telkwa,2010,"  1,330",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8298,51043,Smithers,2010,"  5,495",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8307,51999,Unincorporated Areas - Bulkley-Nechako,2010," 20,090",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8316,53007,Valemount,2010,"  1,037",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8325,53012,McBride,2010,    596,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8334,53023,Prince George,2010," 73,703",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8343,53033,Mackenzie,2010,"  3,438",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8352,53999,Unincorporated Areas - Fraser-Fort George,2010," 15,169",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8361,55003,Tumbler Ridge,2010,"  2,712",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8370,55005,Pouce Coupe,2010,    735,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8379,55010,Chetwynd,2010,"  2,729",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8388,55014,Dawson Creek,2010," 11,805",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8397,55025,Hudson's Hope,2010,    939,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8406,55030,Taylor,2010,"  1,471",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8415,55034,Fort St. John,2010," 19,009",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8424,55999,Unincorporated Areas - Peace River,2010," 21,885",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8433,57999,Unincorporated Areas - Stikine,2010,    639,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8442,59007,Northern Rockies Regional Municipality,2010,"  5,485",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8451,5999,Unincorporated Areas - Kootenay Boundary,2010," 10,116",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8460,59999,Unincorporated Areas - Northern Rockies,2010,    574,BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8469,7005,Osoyoos,2010,"  4,872",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8478,7009,Keremeos,2010,"  1,331",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8487,7014,Oliver,2010,"  4,804",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8496,7024,Princeton,2010,"  2,809",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8505,7035,Summerland,2010," 11,417",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8514,7041,Penticton,2010," 33,082",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8523,7999,Unincorporated Areas - Okanagan-Similkameen,2010," 23,349",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8532,9009,Hope,2010,"  6,117",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8541,9020,Chilliwack,2010," 78,741",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8550,9027,Harrison Hot Springs,2010,"  1,507",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8559,9032,Kent,2010,"  5,831",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8568,9052,Abbotsford,2010,"135,120",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8577,9056,Mission,2010," 37,054",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8586,9999,Unincorporated Areas - Fraser Valley,2010," 16,975",BIOMASS,13.718646,TOTAL DEMAND,BIOMASS,204.5951
8595,1003,Elkford,2011,"  2,592",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8604,1006,Sparwood,2011,"  3,741",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8613,1012,Fernie,2011,"  4,585",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8622,1022,Cranbrook,2011," 19,664",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8631,1028,Kimberley,2011,"  6,772",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8640,1039,Invermere,2011,"  3,014",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8649,1040,Radium Hot Springs,2011,    772,BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8658,1043,Canal Flats,2011,    724,BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8667,15001,"Langley, District Municipality",2011,"106,578",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8676,15002,"Langley, City of",2011," 25,709",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8685,15004,Surrey,2011,"481,669",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8694,15007,White Rock,2011," 19,520",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8703,15011,Delta,2011,"101,760",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8712,15015,Richmond,2011,"194,814",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8721,15022,Vancouver,2011,"621,930",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8730,15025,Burnaby,2011,"229,467",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8739,15029,New Westminster,2011," 67,881",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8748,15034,Coquitlam,2011,"130,448",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8757,15036,Belcarra,2011,    659,BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8766,15038,Anmore,2011,"  2,138",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8775,15039,Port Coquitlam,2011," 56,964",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8784,15043,Port Moody,2011," 33,889",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8793,15046,"North Vancouver, District Municipality",2011," 85,945",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8802,15051,"North Vancouver, City of",2011," 49,509",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8811,15055,West Vancouver,2011," 43,208",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
8820,15062,Bowen Island,2011,"  3,447",BIOMASS,14.7995964,TOTAL DEMAND,OIL,416.6552
